Username,Comment
@elmerpacheco6414,IT'S GORGE W BUSH AND REPUBLICANS WHO SHOULD BE HELD RESPONSIBLE ACCOUNTABLE AND SENTENCED TOO DEATH ROW GORGE W BUSH AND DONALD TRUMP KAVANAPH ATTORNEY GENERAL WILLIAM BARR BITCH AND MITCH MCCONNELL AND REPUBLICANS ARE TOO BLAME AND MUST BE SENTENCED TO DEATH ROW OR SHOT DEAD AND BARIED WHERE WE CAN SHIT ON GORGE W BUSH'S AND REPUBLICANS GRAVES
@narcisoapolinario5425,"I'm not alive yet when this happen, but..yea im still watching it... Sorry for the family who their family died..."
@joymeecabangon7192,W
@tarasteele3677,"I was 18 at the time. My sister ran into my room and woke me up screaming ""We're under attack! Terrorists have attacked NY!"" I was terrified. This is something I'll never ever forget. R.I.P to all who died that day."
@KoopaCoop0,One ofMy teachers brother was going to go there that day but he decided not to hours before it fell
@CrispiJones,"Dear internauts, this is how controlled demolition work."
@derekcipolla295,I don't get why bad people would do that I'm crying
@dream5142,"It was half 1 pm in England I had a call from a friend about it , I put the TV on and it was the most horrific thing I've ever seen"
@terrybrimhall9803,For some reason this documentary that they have on tonight really got to me when you help those people so bad
@terrybrimhall9803,I really can't watch it anymore
@fromthisdesk,Wait so did the Pentagon explode on 9/11 too?
@Kiwigucci,"I was at a friends home layng some floors in his kitchen when he came rushing and calling. Come, look and see what is happening. Two planes has crashed into the World Trade Center. At first I thought it was a movie he showed med at the tv. But suddenly I realized that it was damned too real. Never forget that chocking moment. Here in Denmark it was about 3 p.m. local time."
@colinclaffey1445,8:49 Imagine turning on the news and seeing that
@chelseagreer6264,"Ok this will forever be one of those moment where you will remember where you was and what you was doing when you heard and saw this. I was 11, in my first year of high school, it was lunch time here in the uk, we had a huge screen in the dinner hall that a projector would play the news on in the background. When it broke on the news we all just watched. Lessons was quite an when we got home the footage was horrible. Our teachers boyfriend was a few blocks away on holiday at the time and was distraught until he made contact with her."
@pcking2008,so sad
@jamesgeorge6367,I was 4 years old when 9/11 was still going on.
@arhmlmao,"i know this incident changed the viewpoint of Muslims everywhere in the world but let me tell you, being a muslim, i can assure yall that the people behind this aren't human, let alone knowing the very principles written in the Quran. its not about the religion, its about knowing the principles of being human. these people should be declared non human lmao"
@heathfishesonig596,So sad
@runewolf77,Two commercial airline planes turned the twin towers into dust. One for each tower. Is that really possible?
@bubadiallo6376,My eyes is full of tears I hate seeing people crying Rip people who lost their life I was born in that year 2001
@gmckenzie175,First sign of deep fake news. Used dead bodies to boost ratings. Peace
@ourmando,"I can see the fear in their eyes. Their broken hearts. I can hear what theyre thinking. I can feel it. R.I.P. victims of 93, and 9/11"
@charlottemckiddy5774,they all deserved it
@deedee6502,Imagine murdering 3000 of your own people. Fucking disgrace.
@Maxkipitin,This is sad. But 9/20 could have more deaths. But still this us very sad. I live in america and uts heartbreaking.
@archieatienza9522,18 YEARS HAS BEEN PASSED BUT THE TRUTH INSIDE THIS HAS NOT REVEALED YET. IT WAS AN INSIDE JOB. THIS WORLD TRADE CENTER WAS PART OF THE ILLUMINATI. THEY MEANT TO DO THIS TO CATCH THE ATTENTION OF SO MANY PEOPLE AROUND THE WORLD. YOU COULD SEE THE WARNING/SIGNS THAT THIS WOULD BE HAPPENING ON 11/11 IN SO MANY CARTOONS AND MOVIES. BELIEVE IT OR NOT BUT IT IS TRUE. POOR AMERICANS! YOU DO NOT DESERVE THAT. GOD BLESS YOU!
@MrJoshayo,"Would have been best if the twin towers were rebuilt, instead of just one. Not just the same without them."
@annadempsey1829,Love and prayers
@pauldargie1562,United 93......HEROES
@juancampos1635,19 years later we have an idiot as the president and Mitch McConnell as majority whip in the GOP.
@josephhowell8158,Who did 9/11???
@martianinfinite2439,I was one of the survivors I lost my friend
@kyeishabanks912,Sad sorry 3\9\2001
@johnsantiago4810,"It's 9/11/2019 and every time I watched 911 footages, it breaks my heart as it did 18 years ago and seems like it never heals..."
@victorguerrero4573,"So sad,my condolences go out to the FAMILYS, shedding a tear,watching it."
@MahendraPratapSinghNew,In 21st century if America cant be safe than no other country is safe. RIP
@soniajones5453,It only took 2 hours for the world as we knew it to change for ever. This was done in the name of Islam. And millenials wonder why Trump wants a travel ban.
@stephaniewaring7209,I remember seeing this on every screen in my HS. Watching in disbelief. It was such an eerie feeling throughout the rest of the day. All test and quizzes were cancelled. My step dads sister worked in one of the towers and was late that day bc she went back home to get paperwork for her son. Her forgetting saved her life. Every time I visit NYC and pass that area it feels so heavy.
@tsmith1495,Rih To all
@ginarodriguez12,The one who will should thank are the police and firefighters and (The Man In The Red Bandana). Who else is crying :( R.I.P
@sonnyzehm105,I'm not buying the fact that those two towers collapse under their own weight we all saw those Towers leaning when the planes hit them now I'm going to tell you the laws of physics here if that was Towers had collapsed under their own weight the way they were leaning when they were hit they would have collapsed in that direction they would not have fallen straight in on themselves once again people we all saw those Towers leaning when they were hit stand up stand tall as if you were a Tower lean to one side now fall over did you fall in on yourself or did you actually fall over now I think about those Towers as they were hit we all saw them leaning the laws of physics would tell you that if they were going to fall they would fall towards That Lean they would not have fallen in on themselves once again folks they were designed to take the hit of a 747 and survive once again a 767 isn't that much bigger than a 747 it is on scale but when it comes to that Size of a building it really isn't the laws of physics would tell you then if you are leaning you're going to fall in the direction in which you are leaning towards now I wasn't there but from what I was told the third building that fell was two or three blocks from the towers once again if that building was right underneath the towers I could understand the weight of the tower causing that building to collapse but if the building was two or three blocks away from the towers and those Towers did not fall in the direction we thought they would fall if they were going to then that building should not have fallen at all let me ask you this again how do you explain the molten steel that was in the basement those fires were not that hot to where they could have melted the steel yes they were hot yes they may have been hot enough to cause the steel to Warp but they were not hot enough to melt the steel listen up people I'm going to say this again steel melts at about 3000 degrees that fire was 1000 degrees how was there molten Steel in the basement now I'm going to say this the guy that's messing around with a piece of Steel causing it to bend that is a piece of Steel it is not a steel beam yeah I have no doubt that you can get a piece of Steel so red hot that you can actually bend it but again that's not a steel beam so tell me another one before it gets cold I'm not buying it you're not selling it once again people we are talking steel and concrete cement now think about it think about it closely and carefully if you have steel crashing into concrete and then crashing into steel and then crashing into concrete and then crashing into Steel is it going to sound like a bomb or is it going to sound like a car accident think about this there are eyewitnesses that heard explosions moments before the towers collapsed those Towers were bombed it wasn't just the planes that brought them down just as that third tower that fell once again that third Tower from what I was told was two or three blocks away from the first two towers it had nothing to do with the World Trade Center I'm going to say this again if that last hour was right under the World Trade Center as the World Trade Center fell I could understand. Tower collapsing but if it was two or three blocks away it should have had nothing to do with it
@toxice4499,We will never forget the twin towers we will always remember and rest in peace for all the people and children who died on that day
@6sukki,"neither of my parents are American, but my father was in new york at this time and he can never bring himself to watch any footage from this day. god bless the victims souls."
@leonieborges4090,"After that day, our world never used to be the same anymore."
@enalyn7,This is the saddest video fotage i've ever seen.
@jacquelinemarion2169,Never forget that terrorists attacks so bad God bless new York city
@dee6818,Why only now I knowing about this!!! That's was the most beautiful building in New York. Just to let y'all know I wasn't born yet.
@dee6818,I wasn't born yet but this is so hard to watch
@caseylm100,"Sadly, that unity early on just doesn't hide the obvious. Our leadership did and continued to let us down. This never should have happened and our response was horrific. We started to wars in two countries when it was a secretive organization that did this. Taliban soldiers and a very weakened Saddam did not do this. Patriotism and rememberence is fine but what we did and what we became doesn't honor them. How many innocents people died in our wars over there? Its in the tens of thousands. Our success was in killing leadership and busting networks, not destructive wars and ""restructuring""."
@kelb6073,"I was 13 when this happened. We watched it on the news in school, but they wouldn't let us watch it for long. When that plane crashed in Pennsylvania, my own state, that scared the crap out of me"
@rukabab.8652,"This was such a sad and tragic event that took place in the history of America, I don't think it will ever be forgotten. Even if it is 18 year later now."
@lonley2523,Thank you Lord for me and my family survive that horrifying day. Me and my family are forever grateful. 9/11 is a day that I will never forget. I'm sorry for everything and everyone that has passes or been injured from that tragic moment
@magneto8002,The US should have nuked all middle eastern countries.
@awaisparacha8365,Its atack USA not for muslim
@sathishkumar-qs3ce,Watching this even today makes me sad .. RIP
@qriisyyyyaaaa,Im like in Singapore but this breaks my heart
@MaiNgoc-iu2jq,"the US will never forgive, and they will never forget this day. God bless Americans and those who died on that day..."
@ledon247dh,.
@ayeshaadil1284,Sad no matter how many times you see this. 18 years later. God rest the soles of people who lost their lives.
@jgames6043,"My friend and I... We joke.about the great depression, but this, no. This isn't funny."
@stephenreams7570,18 years hence lest we forget
@adv.monisha5074,"The whole video is so painful to watch. I remember when this happened, i was about 10 years old and my parents were watching this on tv. They were all shocked and shattered but as a child, i didn't understand what was happening.. i was wondering that the planes are supposed to fly in the sky but why were they flying inside the building. I just couldn't figure it out. I didn't know at the time what terrorism was and ppl can be that much evil ! Now I am 27 years old and I realise what happened that day and i just cant stop holding my tears. Why on earth ppl have to take lives of the innocents ? Why they have to be evil? Why do they do that? Do they not fear our Almighty God ? I will never understand that. Even today my heart gets broken into pieces when i watch this video. This is the pain i cant even describe. I will only say one thing, may the victims rest in peace in Heaven and I am and will always be with their families. Hug and Love from India. We are with you."
@meredithsosik7724,"2997 are dead, what had this world come to? People jumped out windows so they went burn to death. Worst of all, there are still terrorists from 9/11 on the loose. Buildings collapsed with people still on high floors and now they are just, dead,gone, and never forgotten."
@abishie6146,God bless
@robdadon6818,I was in 1st grade at that time when it all happened i dont remember much about that day but my mom trying to come get me from school and she was told no because we went on lock down over 3000 lives lost due to some stupid waste of skin i hope bin laden is frying in hell for what he did to America better yet i hope hes satans pussy makes me mad that some dumb bastard can do this shit and then plan another one 10 years later thank god the navy got his ass
@ejcecil1305,It just makes me cry. It also Makes me angry because I cannot say what I REALLY WANT TO SAY !!!!!!!!!!!!!!!!!
@meganreed4069,Who else is watching this 9 12 after nine 11 2019??
@adisushama5083,My cousin died
@avamcclure6266,No one will ever forget this and whoever did it did died and they deserve it! Never forgot this day
@vex3401,Wow this is just think being in that well probably having one phone call to make to some one then if they don't pick up just .... I'm crying
@PurifiedDrinkingWater4642,"Never before have i cried, but yesterday was the first time ive almost cried while learning about 9/11 at school"
@susanleighton6715,"I had just finished my night shift in a nursing home, I'd gone into Leeds for a little shopping, on my way there was a tv shop, showing these scenes, immediately I thought it was a new film had just come out, imagine my shock when I found out what had really happened."
@annabaranska2280,This is the biggest lie in the history of the USA bush did this
@annabaranska2280,One big fucking lie
@jayflickner7534,18 yrs later and we can't even say they were Muslims. We Have forgotten. we are Doomed to have this Happen again.
@TBevill1231,"I was coming back to class after a few class clowns got kicked out of a science club meeting, somehow they assumed that included me. When I got back to the classroom, the first tower came down."
@lilbethmendez7075,Omg i miss those things
@flashiialan6275,This is sooo sad why did people unlike it they don't have a heart R.I.P twin towers and people who were not met to die
@mazozaalshuaibi5766,Soooooo sad i am crying so much right now lets pray to God and hope a day like this will never happen agian. The song is what really controlled my emotions.
@TheOneIndieGamer,"crazy that yesterday, 18 years ago. This happened."
@ronaldrawson3033,And now CNN defends the type of people who did this shit.
@aleman439,The day our world changed forever!
@roger5173,"years from this, a muslim congresswoman from minnesota named OMAR, will describe 911 as 'THE DAY SOME PEOPLE DID SOMETHING.. SHE THOUGHT THIS WAS NO BIG DEAL"
@fossilsol69,Have not forgotten that Saudi Arabians did this. And that Trump is really chummy and profiting with them.
@danieldavid1597,"Yes folks; black smoke clearly indicates, that the fire is going out. So, no real heat or high temperature could have melted any steel girders! In fact, the collapse of any steel-framed building has never, ever happened in the history of mankind! additionally, and despite what we were told, there were no aircraft flying into the Twin towers. As for the fairly tale about the Pentagon being attacks by an aircraft? Grow up and face the real truth. The official version of 9/11 is the greatest lie of the 21st century!"
@jarednil69,The worst thing that happened was the 'War on Terrorism'. Hundreds of thousands lost their lives in the wake of 9/11. So sad.
@ATOWN8888,That was a very sad day but America came together.... We should never forget this...
@Mango_Productions,RIP to all the victims. Also look at how the stock market changes within 2 hours of the tragedy!
@bubbleswilson4110,remember it like yesterday terrible day
@drewkelley8138,I was only a sperm cell when this happened real sad to see it
@tshepobenmonie1629,What a sad day I remember I was 14years old when I watched my mom was saying to me there is a catastrophic event in America till today when I see this events I still get shaken to ask myself how do one come to such decisions May all who past Rest In Peace from
@bustedgame771,i hope people who did this burn to hell
@AshleyDaisyFoot,I skipped last period of school & went home early...I remember watching the second plane hit live. Insane. The world changed that day. My mother had died of breast cancer shortly before this...so my life changed significantly that year in so many ways & then this happened. She never got to see this happen. The world was a better place with her in it & before 911
@dorthesanchezz3841,"in the following so called ""war on terror"" much more than one million people were killed in afghanistan, iraq and pakistan by the US"
@lokiflynn2946,I was 7 yrs old in school in Rhode Island when this happen. I am 25 yrs old now.
@alexcolon6448,18 years later i was not alive but my prayers
@gabm1483,this breaks my heart terribly
@Firecat7409,Burned into my brain for all eternity
@chrisdudeson6125,It doesn't feel like 18 years. This changed our world.
@tabarikahmed5712,Am so sorry and i prey those who deide there
@jackbratten1043,"It happen 18 years ago and every time I think about it it still brings me to tears. I was a senior in high school sitting in PE class. So many innocent people lost there life by just going to work that day, the only good thing that happen by this is it brought America together for a short time."
@not_tamb0,May they all rest in peace
@kittenparkhurst5993,"Its a sad day, illhan , talib and aoc, needs to go"
@cusezone315,"I was in the 2nd grade, it felt like a war on america- Dj Trell"
@enriquereyes8083,"It happened when I was 6 and I didn't get what horrible it was, it's hard to watch these images."
@LiverpoolfcEPL,"I see they retaliated with a blood for blood, but they killed more innocent people 30 times more than what was lost on the 9/11"
@adrianjude9041,"I remember this day like it was yesterday... I was taking a test in school when suddenly kids were being pulled out of class and being sent home... I remember my friends crying for weeks because their parents were gone. I remember NYC coming together and helping one another, until a few weeks later when security tightened in every station and every school, and people began turning on one another as accusations started flying, looking to place blame on something tangible, on someone they could see, rather than accept that there was an ideology that didn't like the west. I remember my father being one of the lucky few to make it out that day. NYC has never been the same since that day..."
@Tiecongli,Watch this again 18yrs later and still feel so sad. Mourning- from China
@shaquorenicely6221,Wow. May their souls continue to Rest In Peace.
@2utoday,I was getting ready to go to work watching the news on TV when this happened. I was stunned for the entire day. This tragic loss of America lives was a declaration of war by terrorists against the U.S.
@juliettecanas8106,Whos here at the last hours of 9-11-19
@elmcchino,Israel did 911 #solving 9/11 ends the war christopher bollyn
@parquito4395,18 years of war and terror in the middle east. Some soldiers are fighting for something that they weren't alive for
@cloudstation9,every time i walk through the world trade center to catch the train i always take a extra moment to just look around and just reflect i was too young to remember the attacks or the og skyline with the towers
@JoseCastillo-jn3vm,I was eight when this happend
@mattpennington7890,"Never for get 9,11"
@Thomas3w,I remember it like it was yesterday.
@ghostpuppolter3207,"I wish people would have taken the lesson to heart that no matter the politics and our differences between each other, we are all Americans and we should stand together as one unified nation like we did after the attacks. It seems that was one thing about 9/11 that has been forgotten."
@hallith8152,I feel so bad for the news reporters they have to be so calm but I get there are freaking out inside :(
@grandkidrazor,"If you want to know the truth they hide from you, search my content on Minds, RandyWyzard."
@lliinno,:(
@mckinziechapman1622,Where were you guys when this happend?
@TravelandPlaces,"Never mind this unforgettable terrorist attack, it is sad what happened to CNN: from this very reliable news source to a joke. One that is obsessed with Trump and making him look bad."
@ebindelgado9660,I hope the bastards who killed those people burn in hell
@Skittles1987,I wasn't even born yet when this happened but rest in peace.
@emilysedits7143,Wow looking at this is very sad even just seeing this brings a tear and I'm not even American... This is truly the attack that changed the world forever......
@missbritt288,Heros all those that went up there to save life's when it was not certain they could come back down
@matthewcoats940,Bro we were watching a video about this at school amd they were fucking luaghing I was sobbing becuase I lost my aunt cam a brother get some love
@Helljumper91,"Y'know, 18 years later and it still doesn't feel like it really happened. Day to day, I've had it in the back of my mind but it rarely registers as something that happened only 20 miles away from me. It feels like something that was in a movie and not real life sometimes. Watching this makes it real again. I'm normally known for being pretty stoic, but seeing the events of that day replayed again..."
@michelledelossantos9786,imagine people just working at the very top floor then suddenly BOOM a plane crashes in to the building and you cant do anything about it exept run but when your kinda close to the bottom you die cus you werent fast enough really sad that day when i learned about this today i noticed my teacher was their and she told us all about it it was terifining and horrible.
@galaxy1447,"Ok thus is really serious but at 3:57 it looked like Doctor strange, sorry"
@abrahams.8820,"I will never forget. I was just starting my highschool senior year. Came back home from school because i forgot something, cant remember what. When i opened the front door i saw my mom sitting on the couch watching the news. I at first tought it was a movie, and i asked her "" what movie are you watching? "" And she said ""its not a movie"". I started to wach the news and then the second tower got hit. That feeling i got when i saw that will always hunt me. Brings tears to my eyes as i share this."
@thomasdunaway2573,why does crappy music always get added top video
@mal8058,Why do people do this..
@michaelhickey9272,"Rest In Peace everyone who passed on this day. Thank you to all of those who ran in, while others ran out. RIP"
@jax_pax9739,18 years I was 4 and I still remember my mom holding me keeping me away but not safe. Rest In Piece beautiful people that died..
@ahahuehafook4207,CGI 9/11 didnt happen
@itgetter9,"New Yorkers have so much heart and soul. RIP, all who were lost that day, peace to those who lost loved ones, and gratitude to all who tried to save and rescue other folks."
@cilravsihnyah3483,I lend about september 11
@amandaott7840,How could anyone dislike this?
@victoriarobbins2410,We were there the year before & photographed the skyline. It was so hard to look at those pictures & these pictures again. God allowed this to wake us up. We have turned our backs on Him. Lord forgive us & heal our nation.
@mariocomparan5473,why did this happen??? why didnt USA just mind their own business???
@lettebaby,poor people
@eno405,"I wasn't alive when this happened. Im 12. Im scared of flying because the fear of this happening again consumes me. Even more then it should. Im told that this shouldn't affect me. But it should, because when that helicopter hit the building months ago i panicked. Was this what i feared? Was this what i never wanted to experience?"
@acedeuce92,"I was in 4th grade, 9 years old. Watching this as it happened seeing people jump and seeing that second plane hit I just remember all of us students sitting there silent not really knowing what was going on. A rowdy bunch of 9 year olds and all of us were stunned silent"
@yafavee.tatiii5672,This is so sad this is the same day my neighbors houses caught on fire rip to the 9/11 victims and my neighbors
@joelvaldez8688,"I was in the first grade. My mom was mad I was making myself late for school and all of a sudden she's staring at the tv and I'm thinking, ""well now you're making me late."" I didn't get it at the time."
@cheeri0s260,This is very sad remember to reach out to those people who risked their lives to help others in danger
@dannychavis3412,Thanks to president Well nevermind ! BUSH
@sweetapplepie70,I will never forget so sad Jesus Christ.
@miriamhernandez9167,God bless all the people how died in the tower with love
@josiahchapa4664,911 rip
@jameskaiser3720,"We remember all the heroes... all the people who risked their own lives for others on this day. September 11. May all the souls and deaths rest in peace Thank you firefighters, police officers, Paramedics, and more for helping and risking your lives. My dad saw smoke from the twin towers. He got away safely and survived. Even if its 18 years, it can even be 100 for all we care, thank everyone."
@aniyahmonae6024,Im so sad for the people who died esep of the terrorist
@adzy_1907,"Right when we think it can't get worse after it hit both of the towers and the pentagon, the north tower just ""and I oop-"" ed itself out of existence!?!?!"
@starryfall-,"God bless everyone who had died in this tragedy and their families, god bless the few people who survived this tragedy. it shall always be remembered in our hearts of how this happened, and how many that suffered this day, and how many who were heroic and died for us. Thank you all. . ."
@joannedungan8381,That day and the weeks that followed are burned into my soul. 9/11 Never forget
@iSanrio,I watched this in class and I felt the pain and tears.
@cryptocurrencyhead2668,https://www.youtube.com/watch?v=4RnUI_1VuFU&list=WL&index=81&t=1s
@nicoladennis8632,Oh my gosh so very heart rending
@familiayvideos8000,omg I feel so sad
@faraha3059,I crying I was born 7 years after that and it breaks my heart to realise how many people died R.I.P to all the poor souls
@404NeverFound.,"Rest in peace victims, police officers, and firefighters who died.... I'm only 12/13, but my dad was alive when it happened"
@shellygalli7383,18 years later still remember
@Timbitisidun123,This is disgusting!!! Those people flying those planes are SICK they ended so many peoples lives!!! Watching this makes me fricken livid!
@elizabethalvarez6951,I cry every time because I almost lost my grandma she used to work somewhere near there
@cassandramarquez5476,Wow it's been 18 years it' hurts my heart every time I see a 9/11 video orpicture
@atm575tm5,wow
@kevind3619,Never forget
@dblok4863,Still in disbelief Alwayz remember 9/11 blessings to all impacted by it
@oliviadrinkwine1411,i was 7 at the time back then I didn't understand what happened. But I do know may the victims rest in piece and may the families all these years later. Still be getting the help that they need.
@savagedaniela9388,OMG THIS SO SAD IM CRYING
@oliviabrown3566,Its good for me to watch this today because i am learning about 911 today
@emmakillough3059,The saddest thing is that there were about 3000 people that passed away
@jackyl245,Very sad to watch I love my country so much
@luisavaldes2636,Praying
@xawn3314,Rest in peace. Thank you for risking your lives...we still remember you today 18 years later.
@BackAlleyRadio,This is one of those moments in history that you never forget where you were and what what you were doing when this happened. I remember how perfect the sky was that day. How eerily quiet it gotten after US Airspace what shut down. Such a senseless tragedy. To the victims may they Rest In Peace and to the victims families may God continue to bless them 18 years later. I remember I was soaking in my tub in my home at the time and my girlfriend at the time come running in to tell me the country was under attack. I watched coverage well into the next day. Where were you and what were you doing that day?
@excellentministry8959,66 minutes to 2 hours
@excellentministry8959,2001 to 2019
@rpchambon,It was like Pearl Harbor. Unfortunately people that had a watched three thousand people die. The second plane..... G-d bless all and Betty. Total horror.
@user-bp9bf2ef5k,This is really sad to see 2019
@SarahSarah-sr5eh,Ain't easy for those who witnessed that day RIP
@fazemello4952,R.I.P
@leahdavila1789,"i was in 4th grade when this happened in jersey city downtown and the windows of a classroom was open. I heard a big boom and i Thought there was construction going on, moments later a teacher was screaming down the hallway , they hit the world trade, a plane hit the world trade. First everybody was in panic and soon after you can smell smoke because the hudson river and the world trade wasn't to far from where we were. Its was terrifying. My dad was one of the first parents to come and get me and my sister. while we drove home all we saw in the back window was big thick clouds of smoke. It was a terrifying time and I wish all the families that lost someone due to any terror attack,war, peace and comfort god bless you and rip to all the lost."
@lilys3553,This is soo sad. I am so glad that the people who caused this is rotting in hell at this very moment.
@juanagachuz9961,Omg bless them
@ImYourGotoguy,to day is September 11 18 years later at 1:05 u can see the plane coming in but its still sad to think what crazy person in this world could to such a bad thing to America its also sad to know dads and moms said goodbye to there kids but they didn't know it would be the last time
@playasss2508,We will forget
@LenaDoan,"Never forget , 18 years later"
@braxtynpadgett897,"rip 3,000 people :("
@hazelmccloy1136,"2976 people killed, from 90 nations."
@osnapitzcristal,I was born less than a month after in a whole other country and my father was in New York at the time. my mom was worried sick. she didn't know if he was near the area. thankfully he was in the bronx. now we live in NYC and visit every year. so tragic ): it makes me cry everytime
@vermixent3997,Man this is very sad because there was a lot of people and they died and the plane was actually very scary because the way that thing crashed was very terrible....
@Maria-sl6nx,I was born in 2010 and this happed 2011 I will never get this day 9/11
@charlieskarts1934,Unconfirmed reports?
@deadsouls72,Israel did 9/11.
@veronicalazo2058,*Never Forgotten*
@andrademeza,"And ilhan omar says this is ""some people did something"""
@joethayer8785,"This is so sad! Here on 9/11/19, at 8:46 was so hard for me!"
@jchawks08,The DOW Futures wasn't the only thing to take a major fall that day.
@ShutTheFuckUp0809,I can tell you everything I did on 9/11 and some of 9/12 but I do not remember anything from 9/10/01. Life really changed.
@bellalily3385,"So many lives lost, so many hero's to be grateful for. It doesn't matter that it's 18 yrs later, the feeling while watching this footage is just as fresh and heart breaking as the moment it happened. NEVER FORGET 9/11/2011."
@joshuavasquez9476,I feel bad for all the people who Died I do not feel bad for the hijackers there names are Martin and Barbra who mad all those people die
@kurstenmeredith4886,May the lost ones of this tragic even rest in peace. May the people who helped save and try to save of others be forever appreciated. My God bless everyone. 18 years later.
@penguinj72608,Rip twin towers and those who could not make it never forgotten 9 11 which is the saddest part is the cops number is 911 and this happened at 9 11 it was like they were supposed to die that day never forgot it
@ellieplaysroblox6723,"God Bless Eeveryone Cop,Firefighter,anyone there for being brave. we shall pray and thank those who helped other 18 years now :,("
@jakethekiller-jisoo3170,Nerver forget about the 9/11
@rosalbacastro9155,I will never forget this year... Poor peole
@jackieyu4787,A very hard thing to watch all these years later
@Its_zoey1946,Thats sad idk what i would do if i was in a sisutation like that
@duahisaac272,Who's still watching today? Very sad!!
@CommonwealthRail,Fuck all the people who disliked this
@lindsaybreaux6821,So sad
@atxdella,"so i was waching this , then i thought: what if my mom and dad were in that building and i strated crying , that was how other people musthave felt. and im only 9 imagine if i lost my family at the age of nine , FROM A FUCKING HIJACKED PLANE , WHAT THE FUCK WHOS IDEA WAS THIS! WHOEVER FUCKING HIJACKED THE PLANE IS A MOTHER FUCKING WHORE WHO NEVER DESERVED TO LIVE , im happy they dies ( Sorry for the cussing )"
@dragonx3499,"The saddest thing about this event is that it was the last time I can remember when we as a nation stopped caring about hyphenated identities and just stood together as Americans. We stood as a nation in morning, we stood as a nation that was healing and then stood as a nation to seek justice. All of that has been lost and we are now neck-deep in our own political agendas that have become so toxic to the soul of this nation that I don't know if we will ever recover. We need to remember that no matter what our ethnic background is we are all Americans. We all have the same red blood flowing through all of us and we can only survive if we stand together. The images we saw in this video and others were of everyday people helping total strangers that is what America is not white vs black or Republican vs Democrat we are America and we should be proud of that."
@amandajusino4279,9/11/2019
@ria5880,RIP everyone who died in this tragic moment even if I wasn't alive when this happened this is still hard
@dalibor704,"thank you mister osama bin laden, u did a great fucking JOB, america wont EVER forget this"
@youristevens379,"Genuinely, the darkest day in our history. I was but 4 when this happened. And for many many years, right up untill 2018, i've always been too afraid to even watch any footage of this tragedy. I remember in 5 years ago exactly in high school, we had to watch a documentary on this, and i just couldn't. This is the kind of stuff you would only ever expect in movies, NEVER in real life. and the unimaginable amount of lives lost here, and even more lives affected by this, are just too much to handle. Putting myself in the shoes of the people who saw this happening with their own eyes, i can't even begin to imagine the fear they felt. And even now, watching it, with no person connection to the event at all, it's truly difficult not to cry watching this, and realizing that this is reality, and not some made up action scene. Absolutely terrifying, and all this for an imaginary deity. All those lives for something that does not exist."
@SearsIsMistaken,Rip World Trade Center 18 years
@lestercaldera3776,Wow scariest day ever in AMERICA
@caellumwoodward,I was still Age 3 during that time! D:
@jakiayaharrell8635,I feel bad for the people that died
@praab05,Never forget 18 years later Rip Matthew Vienna 1978-2001
@yingzhang1554,"thanks to all the police and firefighter that tries to save as much people as they can, even if they are also gonna die too"
@yingzhang1554,we will never forgot this part of history
@yingzhang1554,"so much people died cause of no reason, why would anyone want to kill so much people. Also everyone in the plane died. Why is the leader of this plan so cruel, and also why would he hate the Americans so badly that he would want to kill thousands of people and destroy the twin tower."
@joprysko1,My daughter needed to leave her college class because she had a serious anxiety attack from thinking about it. We had attended the 9/11 remembrance ceremony in the morning on campus.
@adriana-hb3iw,"Right now,seeing this is scary. But just imagine how scared they were when they saw the second plane on TV. What if they saw this in real life? I was not alive when it happened, but it is hard to look at once more. A moment of silence for the lost lives. No one will ever forget this tragedy. Life changed. But we stayed together. God Bless the family's of the victims.Never Forget, even after 18 years, 9/11"
@ryantownson8127,My anut said it happened when her son was little but when she took him to school she got home and this was on tv
@ryantownson8127,That's bad
@Alptraumification,"This was indeed a very strange day for me. I was a little boy having dinner at the other end of the world, when suddenly this came on the breaking news. This was the event that made me realize how cruel the human kind can be."
@jeromeallen7927,in memory of 9/11/1. no one will forget the attack lucky my dad was in California i will never go to new york bad choice people
@minicraft1341,9/11
@ermirauseini7141,18 years later this event still affecting Americans everywhere all because of Osama Bin Landen
@jeromeallen7927,my tea
@fgteevfangorton9660,Sad
@ameliarose8822,"I'm not even American, nor was I even born when it occurred, and this breaks my heart. This is heartbreaking :("
@cryptocurrencyhead2668,"How did they think and plan everything, filmed dozens of videos from different angles and started editing with airplanes on air (at that time the computers of the snenarists were what they needed, which allowed them to create the installation and graphics in a matter of minutes, when it took an ordinary man in the street whole days, and even more so when preparation was carried out before September 11, possibly several years long) I recall the TV broadcast then was broadcast in very low resolution, a maximum of 480p (like fake source videos of the same quality) everyone ate and accepted does this fake."
@pound4poundbeast,This was the longest saddest day.
@smutshawty,"This really makes me sick.. It scares me also. Even though I haven't been born during that time it just makes me feel a different way about the world now. How can people be so evil, why would anyone do a suicide mission? I want to meet those terrorists in person and just ask them why? Even if they are dead. :( Just so disappointing.."
@NickNewman,"As sad and terrifying as this was for me, an 18-year-old kid at the time, I wish we as a country were as united as we were on Sept 12, 2001."
@christiandelacruz9215,RIP people and family who died in 9/11
@ladiiblue2u634,I remember it like was yesterday
@xoivufueuduxucja1804,R.I.P 18 years later.
